stop_lat,zone_id,stop_lon,stop_id,stop_desc,stop_name,location_type
43.424732,,-80.495277,2864,easyGO 2864,Chandler / Bonfield,0
43.423855,,-80.496687,2865,easyGO 2865,Elmsdale / Chandler,0
43.42201,,-80.49421,2866,easyGO 2866,Elmsdale / Ottawa,0
43.42122,,-80.497252,2867,easyGO 2867,Ottawa / Howland,0
43.420673,,-80.500573,2868,easyGO 2868,Path To Chandler,0
43.420357,,-80.50258,2869,easyGO 2869,Ottawa / Westmount,0
43.496233,,-80.548257,1199,easyGO 1199,Northfield / Weber,0
43.495625,,-80.54993,1198,easyGO 1198,Northfield / Weber,0
43.433163,,-80.510683,3348,easyGO 3348,Queens / Westmount,0
43.43406,,-80.508183,3349,easyGO 3349,Queens / Blueridge,0
43.491093,,-80.564262,1191,easyGO 1191,Highpoint / Northfield,0
43.48914,,-80.562982,1190,easyGO 1190,Highpoint / Rolling Hills,0
43.493622,,-80.563955,1193,easyGO 1193,Northlake / Highpoint,0
43.493208,,-80.564582,1192,easyGO 1192,Highpoint / Cornerbrook,0
43.494148,,-80.556752,1195,easyGO 1195,Northlake / Skylark,0
43.494712,,-80.559533,1194,easyGO 1194,Northlake / Green Meadow,0
43.494357,,-80.553547,1197,easyGO 1197,Northfield / Northgate,0
43.493527,,-80.555927,1196,easyGO 1196,Northfield / Skylark,0
43.455165,,-80.493923,3580,easyGO 3580,Weber / Via Rail Station,0
43.40878,,-80.443455,1759,easyGO 1759,Wabanaki / Kevco,0
43.406957,,-80.448535,1758,easyGO 1758,Manitou / Wabanaki,0
43.405483,,-80.448345,1757,easyGO 1757,334 Manitou Dr.,0
43.40185,,-80.447687,1756,easyGO 1756,Manitou / Cayuga,0
43.398292,,-80.446698,1755,easyGO 1755,Doon Village / Farrier,0
43.393583,,-80.443617,1754,easyGO 1754,Doon Village / Wheatfield Park,0
43.391897,,-80.440588,1753,easyGO 1753,Doon Village / Bechtel,0
43.389998,,-80.444377,1752,easyGO 1752,Bechtel / Anvil,0
43.389137,,-80.448528,1751,easyGO 1751,Bechtel / Sabrina,0
43.391645,,-80.450683,1750,easyGO 1750,Pioneer / Black Walnut,0
43.490542,,-80.539163,1177,easyGO 1177,Albert / Longwood,0
43.48815,,-80.541385,1176,easyGO 1176,Albert / Greenbrier,0
43.485738,,-80.539433,1175,easyGO 1175,Hazel / Albert,0
43.485675,,-80.537293,1174,easyGO 1174,Hazel / Blythwood,0
43.483773,,-80.535095,1173,easyGO 1173,Hazel / Smallwood,0
43.481543,,-80.532912,1172,easyGO 1172,Hazel / Austin,0
43.479566,,-80.531347,1171,easyGO 1171,Waterloo C.I.,0
43.478533,,-80.530555,1170,easyGO 1170,Waterloo C.I. 1,0
43.49266,,-80.544787,1179,easyGO 1179,Parkside / Weber,0
43.492042,,-80.537633,1178,easyGO 1178,Weber / Albert,0
43.403585,,-80.35481,1284,easyGO 1284,Eagle / Hexam,0
43.404093,,-80.351697,1283,easyGO 1283,Eagle / Shettleston,0
43.40467,,-80.348197,1282,easyGO 1282,Eagle / Concession,0
43.40332,,-80.35546,1289,easyGO 1289,Laurel / Eagle,0
43.394808,,-80.37774,1579,easyGO 1579,Preston / Hillview,0
43.396447,,-80.377657,1578,easyGO 1578,Preston / Parkview,0
43.407827,,-80.391363,1573,easyGO 1573,Gateway Park / Sportsworld,0
43.40898556,,-80.3938566,1571,easyGO 1571,Sportsworld Crossing,0
43.40922684,,-80.39381845,1570,easyGO 1570,Sportsworld Crossing,0
43.39853,,-80.377978,1577,easyGO 1577,Preston / Kiwanis Village,0
43.399365,,-80.376857,1576,easyGO 1576,Preston / Linden,0
43.399647,,-80.375538,1575,easyGO 1575,Shantz Hill / Preston Pkwy.,0
43.406267,,-80.38917,1574,easyGO 1574,Tu Lane / Gateway Park,0
43.438698,,-80.298918,1240,easyGO 1240,Melran / Mccormick,0
43.436943,,-80.293683,1243,easyGO 1243,Mcmeeken / Mccormick,0
43.504595,,-80.496582,2035,easyGO 2035,University / Lexington,0
43.38885,,-80.28531,1371,easyGO 1371,Burnett / Mctague,0
43.386238,,-80.288258,1370,easyGO 1370,Burnett / Chimney Hill,0
43.390437,,-80.29201,1373,easyGO 1373,Saginaw / Stonecairn,0
43.389898,,-80.2883,1372,easyGO 1372,Saginaw / Fairgreen,0
43.391526,,-80.300126,1375,easyGO 1375,St Benedict C.S.S. 4,0
43.38973,,-80.296317,1374,easyGO 1374,Saginaw / Cowan,0
43.39165,,-80.300673,1377,easyGO 1377,St Benedict C.S.S. 1,0
43.391573,,-80.300315,1376,easyGO 1376,St Benedict C.S.S. 3,0
43.391123,,-80.30861,1379,easyGO 1379,Elgin / Bushnell,0
43.39139,,-80.302953,1378,easyGO 1378,Elgin / Franklin,0
43.500373,,-80.500822,2032,easyGO 2032,Meadowvale / Lexington,0
43.5102,,-80.5495,3834,easyGO 3834,Farmers Market / Walmart,0
43.3915,,-80.3441,3835,easyGO 3835,Bishop / Pineview,0
43.5159,,-80.5573,3836,easyGO 3836,King / Lobsinger,0
43.554798,,-80.555367,3837,easyGO 3837,Arthur / Gerrat,0
43.5377,,-80.5539,3830,easyGO 3830,King / Cedar,0
43.5319,,-80.5549,3831,easyGO 3831,King / Henry,0
43.5284,,-80.5554,3832,easyGO 3832,King / Printery,0
43.5099,,-80.5558,3833,easyGO 3833,Farmers Market / Benjamin,0
43.498052,,-80.499417,2030,easyGO 2030,Dansbury / Canterbury,0
43.5671,,-80.5613,3838,easyGO 3838,Arthur / Scotch Line,0
43.5671,,-80.5615,3839,easyGO 3839,Arthur / Scotch Line,0
43.429097,,-80.289172,1245,easyGO 1245,Ellis / Kerwood,0
43.430943,,-80.293117,1244,easyGO 1244,Kerwood / Gees,0
43.447772,,-80.559623,1987,easyGO 1987,Westvale / Foxhill,0
43.387473,,-80.411953,2308,easyGO 2308,Homer Watson,0
43.35629,,-80.300775,2301,easyGO 2301,Main / Lowrey,0
43.356033,,-80.298927,2300,easyGO 2300,Chalmers / Main,0
43.356812,,-80.30622,2303,easyGO 2303,Main / Arthur White,0
43.356538,,-80.303102,2302,easyGO 2302,Main / Cathay,0
43.357148,,-80.307967,2304,easyGO 2304,Main / Spruce,0
43.428063,,-80.295037,1246,easyGO 1246,Ellis / Cooper,0
43.49,,-80.5169,3748,easyGO 3748,Lexington / Dearborn Blvd.,0
43.498,,-80.505,3749,easyGO 3749,Lexington / Bridge,0
43.3937,,-80.4367,3746,easyGO 3746,Pioneer / Bechtel,0
43.4843,,-80.5197,3747,easyGO 3747,Columbia / Marsland,0
43.4571,,-80.495,3744,easyGO 3744,Wellington / Weber,0
43.4914,,-80.578,3745,easyGO 3745,Conservation / Waterton,0
43.4093,,-80.3732,3742,easyGO 3742,Fountain /Comdev Soccer Dome,0
43.4611,,-80.5219,3743,easyGO 3743,William / Caroline,0
43.3867,,-80.475,3740,easyGO 3740,Huron / Cranshaw,0
43.3889,,-80.4718,3741,easyGO 3741,Huron / Newcastle,0
43.347993,,-80.304617,2275,easyGO 2275,Glenview / Mcdonald,0
43.347808,,-80.306497,2274,easyGO 2274,Mckay / Glenview,0
43.346242,,-80.299985,2277,easyGO 2277,Champlain / Christopher,0
43.346405,,-80.303265,2276,easyGO 2276,Mcdonald / Dorset,0
43.350275,,-80.302827,2271,easyGO 2271,Ballantyne / East,0
43.352072,,-80.301957,2270,easyGO 2270,Christopher / South,0
43.349588,,-80.306918,2273,easyGO 2273,Ballantyne / Mckay,0
43.349923,,-80.304908,2272,easyGO 2272,Ballantyne / Mcdonald,0
43.341327,,-80.300928,2279,easyGO 2279,Christopher / Myers,0
43.343818,,-80.300958,2278,easyGO 2278,Christopher / Tutton,0
43.469538,,-80.447385,2337,easyGO 2337,1373 Victoria St.,0
43.453283,,-80.490448,2459,easyGO 2459,Weber / Young,0
43.45116,,-80.4929,2458,easyGO 2458,King / Gaukel,0
43.453817,,-80.50143,2455,easyGO 2455,King / Breithaupt,0
43.454508,,-80.502919,2454,easyGO 2454,Wellington / King,0
43.451736,,-80.494754,2457,easyGO 2457,King / Water,0
43.452887,,-80.498582,2456,easyGO 2456,King / Victoria,0
43.456577,,-80.496683,2451,easyGO 2451,Wellington / Duke,0
43.4578,,-80.49296,2450,easyGO 2450,Wellington / Ahrens,0
43.455098,,-80.501085,2453,easyGO 2453,Wellington / Moore,0
43.455805,,-80.498992,2452,easyGO 2452,Wellington / Waterloo,0
43.498617,,-80.53218,2051,easyGO 2051,Conestogo / King,0
43.498554,,-80.532046,2050,easyGO 2050,Conestogo / King,0
43.496668,,-80.535205,2053,easyGO 2053,530 Conestogo Rd.,0
43.495837,,-80.532947,2052,easyGO 2052,Conestogo / Bauer,0
43.499713,,-80.537278,2055,easyGO 2055,Conestogo / Northfield,0
43.498572,,-80.536503,2054,easyGO 2054,Conestogo / Durward,0
43.4509,,-80.5721,3690,easyGO 3690,Erbsville / Royal Beech,0
43.4533,,-80.5719,3691,easyGO 3691,Path To Erbsville,0
43.4558,,-80.5732,3692,easyGO 3692,Keats Way / Keatswood,0
43.4565,,-80.5711,3693,easyGO 3693,Keats Way /  Beechwood,0
43.4575,,-80.5682,3694,easyGO 3694,Keats Way / Leighland,0
43.4567,,-80.5649,3695,easyGO 3695,Keats Way / Brynhurst,0
43.4907,,-80.5813,3697,easyGO 3697,Lake Louise / Kelso,0
43.357147,,-80.293797,1506,easyGO 1506,Main / Alexander,0
43.356593,,-80.296798,1507,easyGO 1507,Main / Elgin,0
43.39945,,-80.354483,3526,easyGO 3526,Westminster / Laurel,0
43.379983,,-80.319342,3527,easyGO 3527,Hespeler / Abbotsford,0
43.386152,,-80.389268,3524,easyGO 3524,Fountain / Blair,0
43.385395,,-80.39139,3525,easyGO 3525,Fountain / Blair,0
43.400862,,-80.354707,3522,easyGO 3522,Laurel / North,0
43.393222,,-80.367597,3520,easyGO 3520,Dover / Rose,0
43.390792,,-80.363468,3521,easyGO 3521,Rose / Westminster,0
43.355848,,-80.301208,1508,easyGO 1508,Concession / Scrimger,0
43.384015,,-80.303455,1364,easyGO 1364,Glamis / The Greenway,0
43.355378,,-80.304092,1509,easyGO 1509,Concession / Peck,0
43.370457,,-80.313927,1601,easyGO 1601,Dundas / Hopeton,0
43.440148,,-80.508363,2699,easyGO 2699,Belmont / Burn,0
43.372232,,-80.316883,1600,easyGO 1600,Dundas / Haddington,0
43.442205,,-80.51075,2697,easyGO 2697,Belmont / Edgewood,0
43.443235,,-80.512007,2696,easyGO 2696,Belmont / Victoria,0
43.445037,,-80.512965,2695,easyGO 2695,Belmont / Karn,0
43.447603,,-80.514288,2694,easyGO 2694,Belmont / Gage,0
43.449407,,-80.515485,2693,easyGO 2693,551 Belmont Ave.,0
43.3659,,-80.3063,1603,easyGO 1603,Dundas / Beverly,0
43.385225,,-80.301457,1365,easyGO 1365,Glamis / Franklin,0
43.3674,,-80.3089,1602,easyGO 1602,Dundas / Cambridge,0
43.359238,,-80.31141,1605,easyGO 1605,Wellington / Main,0
43.363,,-80.3089,1604,easyGO 1604,Beverly / Kerr,0
43.364605,,-80.307198,1607,easyGO 1607,Beverly / Mill Creek Trail,0
43.36199,,-80.309622,1606,easyGO 1606,Beverly / Kerr,0
43.38111,,-80.307262,1362,easyGO 1362,Elgin / Glamis,0
43.457597,,-80.502798,3232,easyGO 3232,Moore / Briar,0
43.45894,,-80.504977,3233,easyGO 3233,Moore / Guelph,0
43.45484,,-80.501108,3230,easyGO 3230,Moore / Wellington,0
43.45653,,-80.502163,3231,easyGO 3231,Moore / Shanley,0
43.456514,,-80.542359,1968,easyGO 1968,Erb / Mulberry,0
43.455717,,-80.544418,1969,easyGO 1969,Erb / Amos,0
43.38386,,-80.335978,1618,easyGO 1618,Coronation / Blue Heron,0
43.385793,,-80.338892,1619,easyGO 1619,Coronation / Oriole,0
43.38102377,,-80.33117177,1616,easyGO 1616,697 Coronation Blvd.,0
43.382493,,-80.333703,1617,easyGO 1617,Coronation / Highland,0
43.378152,,-80.326393,1614,easyGO 1614,Coronation / Oliver,0
43.458883,,-80.515292,3239,easyGO 3239,Union / King,0
43.463747,,-80.524582,1960,easyGO 1960,Caroline / Erb,0
43.46414,,-80.525997,1961,easyGO 1961,Erb / Father David Bauer,0
43.370595,,-80.313938,1610,easyGO 1610,Dundas / Roxboro,0
43.372242,,-80.316608,1611,easyGO 1611,Dundas / Jarvis,0
43.381787,,-80.304962,1363,easyGO 1363,Glamis / Carter,0
43.414648,,-80.503563,2873,easyGO 2873,Williamsburg / Dinison,0
43.416247,,-80.505322,2872,easyGO 2872,Williamsburg / Pinedale,0
43.418562,,-80.507933,2871,easyGO 2871,Williamsburg / Ottawa,0
43.419653,,-80.506583,2870,easyGO 2870,Ottawa / Howe,0
43.415867,,-80.496163,2877,easyGO 2877,Dunsmere / Colebrook,0
43.414675,,-80.498168,2876,easyGO 2876,Dunsmere / Radcliffe,0
43.41426,,-80.499869,2875,easyGO 2875,Dunsmere / Bosworth,0
43.41327,,-80.502035,2874,easyGO 2874,Williamsburg / Dinison,0
43.414867,,-80.492465,2879,easyGO 2879,Laurentian / Briar Knoll,0
43.416309,,-80.493656,2878,easyGO 2878,Dunsmere / Laurentian,0
43.440595,,-80.498447,3355,easyGO 3355,Queens / Highland,0
43.439347,,-80.499678,3354,easyGO 3354,Queens / Spadina,0
43.438092,,-80.510585,3357,easyGO 3357,Highland / Lawrence,0
43.439443,,-80.508153,3356,easyGO 3356,Highland / Belmont,0
43.43633,,-80.503788,3351,easyGO 3351,Queens / Belmont,0
43.435197,,-80.505828,3350,easyGO 3350,Queens / Community Trail,0
43.437675,,-80.500898,3353,easyGO 3353,Queens / St. Marys Hospital,0
43.437062,,-80.502088,3352,easyGO 3352,Queens / South,0
43.426763,,-80.529348,3359,easyGO 3359,Queens / Westheights,0
43.43639,,-80.513563,3358,easyGO 3358,Highland / Westmount,0
43.5091,,-80.5173,3781,easyGO 3781,Chesapeake / Brigantine,0
43.414458,,-80.479017,1768,easyGO 1768,Forest Glen Terminal,0
43.414385,,-80.478892,1769,easyGO 1769,Forest Glen Terminal,0
43.382662,,-80.309812,1361,easyGO 1361,Elgin / Regal,0
43.413472,,-80.442312,1762,easyGO 1762,Wilson /Kuntz Electroplating,0
43.415405,,-80.44227,1763,easyGO 1763,Wilson / Goodrich,0
43.409265,,-80.441278,1760,easyGO 1760,Wabanaki / Wilson,0
43.410893,,-80.441718,1761,easyGO 1761,Wilson / Wabanaki,0
43.414117,,-80.478895,1766,easyGO 1766,Forest Glen Terminal,0
43.414263,,-80.478952,1767,easyGO 1767,Forest Glen Terminal,0
43.420792,,-80.442552,1764,easyGO 1764,Wilson / Fairway,0
43.41392,,-80.478842,1765,easyGO 1765,Forest Glen Terminal,0
43.493252,,-80.564747,1142,easyGO 1142,Highpoint / Cornerbrook,0
43.491195,,-80.564522,1143,easyGO 1143,Highpoint / Wintergreen,0
43.49483,,-80.559548,1140,easyGO 1140,Northlake / Green Meadow,0
43.493962,,-80.562523,1141,easyGO 1141,Northlake / Pine Island,0
43.484945,,-80.559987,1146,easyGO 1146,Highpoint / Toll Gate,0
43.487193,,-80.556668,1147,easyGO 1147,Toll Gate / Glen Forrest,0
43.488437,,-80.563307,1144,easyGO 1144,Highpoint / Rolling Hills,0
43.48682,,-80.563315,1145,easyGO 1145,Highpoint / Dogwood,0
43.486143,,-80.553573,1148,easyGO 1148,Glen Forrest / Teakwood,0
43.48567,,-80.55156,1149,easyGO 1149,Cedarbrae / Glen Forrest,0
43.41026,,-80.510513,2966,easyGO 2966,Wilderness / Activa,0
43.498,,-80.4944,3787,easyGO 3787,Dansbury / Forestlawn,0
43.403633,,-80.305995,1546,easyGO 1546,Franklin / Turnbull,0
43.405675,,-80.306625,1547,easyGO 1547,Franklin / Sheldon,0
43.39893,,-80.304452,1544,easyGO 1544,Franklin / Bishop,0
43.40122,,-80.305217,1545,easyGO 1545,Franklin / Raglin,0
43.392358,,-80.302303,1542,easyGO 1542,Franklin / Saginaw,0
43.396343,,-80.303648,1543,easyGO 1543,Franklin / Lindsay,0
43.381108,,-80.29918,1540,easyGO 1540,Franklin / Avenue,0
43.385247,,-80.300802,1541,easyGO 1541,Franklin / Robson,0
43.407877,,-80.307348,1548,easyGO 1548,Franklin / Stafford,0
43.410413,,-80.30808,1549,easyGO 1549,Franklin / Pinebush,0
43.4981,,-80.5036,3784,easyGO 3784,Bridge / Lexington,0
43.399795,,-80.473807,1784,easyGO 1784,Trillium / Mcbrine,0
43.400977,,-80.468495,1785,easyGO 1785,Trillium / Strasburg,0
43.402248,,-80.463315,1787,easyGO 1787,Trillium / Adam Ferrie,0
43.391406,,-80.319366,1388,easyGO 1388,Cambridge Centre Terminal,0
43.39136,,-80.319659,1389,easyGO 1389,Cambridge Centre Terminal,0
43.383328,,-80.32022,1384,easyGO 1384,Hespeler / Munch,0
43.391227,,-80.319608,1385,easyGO 1385,Cambridge Centre Terminal,0
43.391255,,-80.31942,1386,easyGO 1386,Cambridge Centre Terminal,0
43.391296,,-80.319152,1387,easyGO 1387,Cambridge Centre Terminal,0
43.388972,,-80.311752,1380,easyGO 1380,Elgin / Glenbrook,0
43.386723,,-80.313593,1381,easyGO 1381,Elgin / Sekura,0
43.384022,,-80.313643,1382,easyGO 1382,Munch / Kovac,0
43.383192,,-80.317802,1383,easyGO 1383,Munch / Sekura,0
43.5773,,-80.5632,3827,easyGO 3827,Arthur / Union,0
43.58078254,,-80.56278738,3826,easyGO 3826,Arthur / South Parkwood,0
43.5845,,-80.5623,3825,easyGO 3825,Arthur / South Field,0
43.5894,,-80.5615,3824,easyGO 3824,Arthur / Howard,0
43.5923,,-80.5634,3823,easyGO 3823,First / Snyder,0
43.5934,,-80.5642,3822,easyGO 3822,Snyder / Second,0
43.5952453,,-80.56395574,3821,easyGO 3821,Snyder / Brubacher,0
43.5969,,-80.5637,3820,easyGO 3820,Snyder / South,0
43.453741,,-80.522501,2769,easyGO 2769,Union / Dunbar,0
43.5406,,-80.5534,3829,easyGO 3829,King / Front,0
43.5441,,-80.5491,3828,easyGO 3828,Sawmill / Parkside,0
43.455053,,-80.519694,2768,easyGO 2768,Union / Severn,0
43.472128,,-80.595332,3584,easyGO 3584,Sir John A Macdonald S.S. 1,0
43.476159,,-80.513804,5006,easyGO 5006,Marshall / Carter,0
43.455348,,-80.55564,3587,easyGO 3587,Fischer-Hallman / Winchester,0
43.44357,,-80.512032,2762,easyGO 2762,Belmont / Victoria,0
43.478062,,-80.484493,1945,easyGO 1945,Lancaster / Lang,0
43.383328,,-80.29228,1369,easyGO 1369,Burnett / Buchanan,0
43.461177,,-80.46435,1077,easyGO 1077,Frederick / Lois,0
43.5076,,-80.5266,3759,easyGO 3759,Frobisher / Mcmurray,0
43.5102,,-80.5244,3758,easyGO 3758,Frobisher / Superior,0
43.5078,,-80.4974,3751,easyGO 3751,University / Woolwich Pl.,0
43.5108,,-80.4975,3750,easyGO 3750,University / New Bedford,0
43.5189,,-80.5087,3753,easyGO 3753,University / Country Squire,0
43.518,,-80.5028,3752,easyGO 3752,University / R.I.M. Park,0
43.5146,,-80.5195,3755,easyGO 3755,Northfield / Toman,0
43.5172,,-80.5179,3754,easyGO 3754,Northfield / University,0
43.5119,,-80.5233,3757,easyGO 3757,Frobisher / Bridge,0
43.5119,,-80.5213,3756,easyGO 3756,Northfield / Bridge,0
43.366572,,-80.320853,2190,easyGO 2190,George / James,0
43.368322,,-80.324853,2191,easyGO 2191,Sunset / Saxony,0
43.370475,,-80.326118,2192,easyGO 2192,Sunset / Bismark,0
43.37258,,-80.327552,2193,easyGO 2193,Sunset / Blair Road P.S.,0
43.373758,,-80.330522,2194,easyGO 2194,Sunset / Clearview,0
43.372443,,-80.33362,2195,easyGO 2195,Clearview / Blair,0
43.370847,,-80.332097,2196,easyGO 2196,Blair / Bismark,0
43.369503,,-80.330407,2197,easyGO 2197,Blair / Kenmore,0
43.367765,,-80.32828,2198,easyGO 2198,Blair / Sherwood,0
43.366732,,-80.327037,2199,easyGO 2199,Blair / Grant,0
43.363907,,-80.322992,2200,easyGO 2200,Blair / James,0
43.361612,,-80.32138,2201,easyGO 2201,Blenheim / Lansdowne,0
43.361587,,-80.325605,2202,easyGO 2202,Blenheim / Vair,0
43.359542,,-80.332065,2203,easyGO 2203,Parkwood / Blenheim,0
43.357222,,-80.332275,2204,easyGO 2204,Salisbury / Corwin,0
43.356268,,-80.333147,2205,easyGO 2205,Hillcrest / Highland,0
43.353757,,-80.332297,2206,easyGO 2206,Hillcrest / Churchill,0
43.35389,,-80.330515,2207,easyGO 2207,Churchill / Westgate,0
43.354722,,-80.326698,2208,easyGO 2208,Churchill / Forest,0
43.354715,,-80.325333,2209,easyGO 2209,Churchill / Barrie,0
43.478127,,-80.471872,2428,easyGO 2428,Bridge / Tagge,0
43.4777,,-80.466575,2429,easyGO 2429,Stanley / Schueller,0
43.467846,,-80.484189,2420,easyGO 2420,Lancaster / Arnold,0
43.469186,,-80.484229,2421,easyGO 2421,Lancaster / Ash,0
43.47109,,-80.484275,2422,easyGO 2422,Lancaster / Union,0
43.47526,,-80.484337,2423,easyGO 2423,Lancaster / Hamel,0
43.481807,,-80.48285,2424,easyGO 2424,Lancaster / Bridge,0
43.481207,,-80.480298,2425,easyGO 2425,Bridge / Tyson,0
